선사코드,선사명,접안시간,출항시간,체류시간,체류시간_day,체류시간_time,체류시간_totalTime(시간),상태
CSC,CSAV LAUCA,2012-05-06 1:00,2012-05-06 9:00,0 days 08:00:00,0,8,8,DEPARTED
APL,APL PHILIPPINES,2012-05-06 20:10,2012-05-07 9:00,0 days 12:50:00,0,12,12,DEPARTED
HJS,MATHIS KJ1,2012-05-07 9:00,2012-05-07 17:00,0 days 08:00:00,0,8,8,DEPARTED
APL,APL LOS,2012-05-07 15:00,2012-05-08 2:00,0 days 11:00:00,0,11,11,DEPARTED
APL,LINA ERX,2012-05-07 15:00,2012-05-08 1:00,0 days 10:00:00,0,10,10,DEPARTED
HJS,(52) 56,2012-05-07 21:10,2012-05-08 3:00,0 days 05:50:00,0,5,5,DEPARTED
APL,APL ARGENTINA,2012-05-08 9:00,2012-05-08 17:00,0 days 08:00:00,0,8,8,DEPARTED
APL,APL CHINA,2012-05-08 13:20,2012-05-09 3:00,0 days 13:40:00,0,13,13,DEPARTED
SKR,GOLDEN VOYAGE,2012-05-08 16:00,2012-05-08 20:00,0 days 04:00:00,0,4,4,DEPARTED
APL,APL ZEEBRUGGE,2012-05-08 17:10,2012-05-09 2:10,0 days 09:00:00,0,9,9,DEPARTED
APL,FRANCOISE GILOT,2012-05-09 18:00,2012-05-09 23:00,0 days 05:00:00,0,5,5,DEPARTED
APL,PROTEUS SKX,2012-05-10 1:00,2012-05-10 9:00,0 days 08:00:00,0,8,8,DEPARTED
APL,APL MINNESOTA,2012-05-11 2:00,2012-05-11 14:00,0 days 12:00:00,0,12,12,DEPARTED
MAE,MAERSK DHAHRAN,2012-05-11 12:00,2012-05-11 23:59,0 days 11:59:00,0,11,11,DEPARTED
APL,APL KAOHSIUNG,2012-05-12 10:00,2012-05-12 20:00,0 days 10:00:00,0,10,10,DEPARTED
SKR,GOLDEN VOYAGE,2012-05-12 11:30,2012-05-12 14:00,0 days 02:30:00,0,2,2,DEPARTED
APL,PROTEUS SKX,2012-05-12 15:00,2012-05-12 22:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL SINGAPORE,2012-05-13 11:00,2012-05-14 2:00,0 days 15:00:00,0,15,15,DEPARTED
APL,APL FLORIDA,2012-05-14 3:30,2012-05-14 16:00,0 days 12:30:00,0,12,12,DEPARTED
APL,APL LOS,2012-05-14 15:00,2012-05-15 2:00,0 days 11:00:00,0,11,11,DEPARTED
APL,LINA ERX,2012-05-14 15:10,2012-05-14 23:00,0 days 07:50:00,0,7,7,DEPARTED
SKR,GOLDEN VOYAGE,2012-05-15 17:30,2012-05-15 20:00,0 days 02:30:00,0,2,2,DEPARTED
PIL,KOTA JAYA,2012-05-16 9:20,2012-05-16 23:00,0 days 13:40:00,0,13,13,DEPARTED
APL,APL PHILIPPINES,2012-05-16 11:15,2012-05-17 0:00,0 days 12:45:00,0,12,12,DEPARTED
APL,APL SRI,2012-05-16 23:25,2012-05-17 7:35,0 days 08:10:00,0,8,8,DEPARTED
APL,PROTEUS SKX,2012-05-17 1:00,2012-05-17 8:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL GARNET,2012-05-17 7:00,2012-05-17 15:30,0 days 08:30:00,0,8,8,DEPARTED
PIL,KOTA WARUNA,2012-05-17 11:00,2012-05-18 1:00,0 days 14:00:00,0,14,14,DEPARTED
APL,APL DALLAS,2012-05-18 10:00,2012-05-18 19:00,0 days 09:00:00,0,9,9,DEPARTED
MAE,MAERSK DIEPPE,2012-05-18 12:10,2012-05-18 23:00,0 days 10:50:00,0,10,10,DEPARTED
APL,PROTEUS SKX,2012-05-19 13:00,2012-05-19 20:00,0 days 07:00:00,0,7,7,DEPARTED
SKR,SINOKOR TOKYO,2012-05-20 5:10,2012-05-20 10:30,0 days 05:20:00,0,5,5,DEPARTED
HJS,HANJIN SEMARANG,2012-05-20 13:00,2012-05-20 20:00,0 days 07:00:00,0,7,7,DEPARTED
DWS,DOOWOO BUSAN,2012-05-20 16:00,2012-05-21 10:00,0 days 18:00:00,0,18,18,DEPARTED
APL,APL IRIS,2012-05-20 23:00,2012-05-21 7:00,0 days 08:00:00,0,8,8,DEPARTED
APL,APL AUSTRIA,2012-05-21 7:10,2012-05-21 17:00,0 days 09:50:00,0,9,9,DEPARTED
APL,APL LOS,2012-05-21 16:00,2012-05-22 2:00,0 days 10:00:00,0,10,10,DEPARTED
APL,LINA ERX,2012-05-21 17:00,2012-05-22 2:00,0 days 09:00:00,0,9,9,DEPARTED
APL,APL SINGAPORE,2012-05-22 13:00,2012-05-23 1:00,0 days 12:00:00,0,12,12,DEPARTED
SKR,GOLDEN VOYAGE,2012-05-22 16:00,2012-05-22 20:00,0 days 04:00:00,0,4,4,DEPARTED
APL,APL COLOMBIA,2012-05-22 20:00,2012-05-23 6:00,0 days 10:00:00,0,10,10,DEPARTED
APL,PROTEUS SKX,2012-05-24 3:00,2012-05-24 10:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL ,2012-05-25 5:10,2012-05-25 18:00,0 days 12:50:00,0,12,12,DEPARTED
MAE,MAERSK MERLION,2012-05-25 12:00,2012-05-25 23:00,0 days 11:00:00,0,11,11,DEPARTED
APL,APL SYDNEY,2012-05-25 14:00,2012-05-26 0:00,0 days 10:00:00,0,10,10,DEPARTED
APL,PROTEUS SKX,2012-05-26 14:00,2012-05-26 19:00,0 days 05:00:00,0,5,5,DEPARTED
APL,APL KOREA,2012-05-27 11:10,2012-05-27 21:00,0 days 09:50:00,0,9,9,DEPARTED
APL,APL PARADISE,2012-05-28 3:00,2012-05-28 13:00,0 days 10:00:00,0,10,10,DEPARTED
APL,LINA ERX,2012-05-28 15:00,2012-05-28 21:00,0 days 06:00:00,0,6,6,DEPARTED
APL,APL LOS,2012-05-28 16:00,2012-05-29 2:00,0 days 10:00:00,0,10,10,DEPARTED
APL,APL IRIS,2012-05-29 13:00,2012-05-30 3:00,0 days 14:00:00,0,14,14,DEPARTED
SKR,GOLDEN VOYAGE,2012-05-29 15:00,2012-05-29 20:00,0 days 05:00:00,0,5,5,DEPARTED
APL,APL DOHA,2012-05-29 16:20,2012-05-30 1:30,0 days 09:10:00,0,9,9,DEPARTED
APL,PAUL RUSS,2012-05-30 18:00,2012-05-30 23:59,0 days 05:59:00,0,5,5,DEPARTED
APL,PROTEUS SKX,2012-05-31 1:00,2012-05-31 8:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL OREGON,2012-05-31 8:25,2012-05-31 19:00,0 days 10:35:00,0,10,10,DEPARTED
DJS,DONGJIN HAKATA,2012-06-01 5:20,2012-06-01 10:00,0 days 04:40:00,0,4,4,DEPARTED
MAE,MAERSK DRURY,2012-06-01 12:00,2012-06-02 1:00,0 days 13:00:00,0,13,13,DEPARTED
APL,APL SEOUL,2012-06-01 13:00,2012-06-01 23:20,0 days 10:20:00,0,10,10,DEPARTED
SKR,GOLDEN VOYAGE,2012-06-02 10:20,2012-06-02 15:00,0 days 04:40:00,0,4,4,DEPARTED
APL,PROTEUS SKX,2012-06-02 15:00,2012-06-02 21:00,0 days 06:00:00,0,6,6,DEPARTED
APL,APL THAILAND,2012-06-03 11:00,2012-06-03 20:00,0 days 09:00:00,0,9,9,DEPARTED
APL,APL CALIFORNIA,2012-06-04 3:10,2012-06-04 14:15,0 days 11:05:00,0,11,11,DEPARTED
APL,APL LOS,2012-06-04 15:00,2012-06-05 0:00,0 days 09:00:00,0,9,9,DEPARTED
APL,LINA ERX,2012-06-04 15:00,2012-06-04 22:00,0 days 07:00:00,0,7,7,DEPARTED
DJS,DONGJIN HAKATA,2012-06-04 20:00,2012-06-04 23:30,0 days 03:30:00,0,3,3,DEPARTED
OOL,OOCL LE,2012-06-05 9:00,2012-06-05 18:00,0 days 09:00:00,0,9,9,DEPARTED
APL,APL KOREA,2012-06-05 13:00,2012-06-06 3:00,0 days 14:00:00,0,14,14,DEPARTED
SKR,GOLDEN VOYAGE,2012-06-05 15:00,2012-06-05 20:20,0 days 05:20:00,0,5,5,DEPARTED
APL,PROTEUS SKX,2012-06-07 1:10,2012-06-07 8:00,0 days 06:50:00,0,6,6,DEPARTED
CSC,CSCL NEW,2012-06-07 11:00,2012-06-07 18:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL TURKEY,2012-06-07 14:00,2012-06-08 1:00,0 days 11:00:00,0,11,11,DEPARTED
STX,STX PATRAIKOS,2012-06-07 16:00,2012-06-08 1:00,0 days 09:00:00,0,9,9,DEPARTED
MAE,MAERSK DELLYS,2012-06-08 12:00,2012-06-08 21:00,0 days 09:00:00,0,9,9,DEPARTED
DJS,DONGJIN HAKATA,2012-06-08 20:00,2012-06-09 1:00,0 days 05:00:00,0,5,5,DEPARTED
APL,APL KAOHSIUNG,2012-06-09 5:00,2012-06-09 16:00,0 days 11:00:00,0,11,11,DEPARTED
SKR,GOLDEN VOYAGE,2012-06-09 12:00,2012-06-09 15:00,0 days 03:00:00,0,3,3,DEPARTED
APL,PROTEUS SKX,2012-06-09 14:00,2012-06-09 20:00,0 days 06:00:00,0,6,6,DEPARTED
APL,APL CHINA,2012-06-10 11:10,2012-06-10 21:00,0 days 09:50:00,0,9,9,DEPARTED
MOL,MOL PROMISE,2012-06-10 22:10,2012-06-11 12:00,0 days 13:50:00,0,13,13,DEPARTED
APL,LINA ERX,2012-06-11 15:00,2012-06-11 22:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL LOS,2012-06-11 17:00,2012-06-12 1:00,0 days 08:00:00,0,8,8,DEPARTED
DJS,DONGJIN HAKATA,2012-06-11 20:00,2012-06-12 3:00,0 days 07:00:00,0,7,7,DEPARTED
APL,OOCL JAKARTA,2012-06-12 9:00,2012-06-12 18:00,0 days 09:00:00,0,9,9,DEPARTED
SKR,GOLDEN VOYAGE,2012-06-12 16:00,2012-06-12 20:00,0 days 04:00:00,0,4,4,DEPARTED
APL,MONTEGO SPX,2012-06-13 17:00,2012-06-13 23:59,0 days 06:59:00,0,6,6,DEPARTED
APL,PROTEUS SKX,2012-06-14 0:01,2012-06-14 9:00,0 days 08:59:00,0,8,8,DEPARTED
APL,APL OAKLAND,2012-06-14 4:00,2012-06-14 12:00,0 days 08:00:00,0,8,8,DEPARTED
YML,YM BUSAN,2012-06-14 13:00,2012-06-14 20:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL THAILAND,2012-06-14 22:00,2012-06-15 10:00,0 days 12:00:00,0,12,12,DEPARTED
MAE,MAERSK DERINCE,2012-06-15 12:00,2012-06-16 0:01,0 days 12:01:00,0,12,12,DEPARTED
DJS,DONGJIN HAKATA,2012-06-15 20:00,2012-06-15 23:00,0 days 03:00:00,0,3,3,DEPARTED
APL,APL DALLAS,2012-06-16 5:00,2012-06-16 17:00,0 days 12:00:00,0,12,12,DEPARTED
APL,PROTEUS SKX,2012-06-16 14:00,2012-06-16 23:00,0 days 09:00:00,0,9,9,DEPARTED
APL,APL PHILIPPINES,2012-06-17 5:00,2012-06-17 16:00,0 days 11:00:00,0,11,11,DEPARTED
APL,APL NINGBO,2012-06-18 4:10,2012-06-18 14:00,0 days 09:50:00,0,9,9,DEPARTED
APL,LINA ERX,2012-06-18 15:00,2012-06-18 22:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL LOS,2012-06-18 17:00,2012-06-19 1:00,0 days 08:00:00,0,8,8,DEPARTED
DJS,DONGJIN HAKATA,2012-06-18 21:00,2012-06-19 5:00,0 days 08:00:00,0,8,8,DEPARTED
SKR,GOLDEN VOYAGE,2012-06-19 16:30,2012-06-19 20:00,0 days 03:30:00,0,3,3,DEPARTED
APL,APL CHINA,2012-06-20 3:00,2012-06-20 14:00,0 days 11:00:00,0,11,11,DEPARTED
APL,APL DENVER,2012-06-20 18:00,2012-06-21 2:00,0 days 08:00:00,0,8,8,DEPARTED
APL,PROTEUS SKX,2012-06-21 1:00,2012-06-21 8:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL HONGKONG,2012-06-22 11:20,2012-06-23 1:00,0 days 13:40:00,0,13,13,DEPARTED
MAE,SCT ZURICH,2012-06-22 12:00,2012-06-23 0:00,0 days 12:00:00,0,12,12,DEPARTED
DJS,DONGJIN HAKATA,2012-06-23 1:50,2012-06-23 5:00,0 days 03:10:00,0,3,3,DEPARTED
APL,APL ARGENTINA,2012-06-23 5:00,2012-06-23 13:00,0 days 08:00:00,0,8,8,DEPARTED
APL,PROTEUS SKX,2012-06-23 13:00,2012-06-23 20:00,0 days 07:00:00,0,7,7,DEPARTED
HJS,HEUNG-A ,2012-06-23 22:00,2012-06-24 14:00,0 days 16:00:00,0,16,16,DEPARTED
APL,APL SINGAPORE,2012-06-24 11:00,2012-06-24 21:00,0 days 10:00:00,0,10,10,DEPARTED
APL,APL ZEEBRUGGE,2012-06-25 3:10,2012-06-25 14:00,0 days 10:50:00,0,10,10,DEPARTED
APL,LINA ERX,2012-06-25 15:00,2012-06-26 13:00,0 days 22:00:00,0,22,22,DEPARTED
APL,APL LOS,2012-06-25 17:50,2012-06-26 4:00,0 days 10:10:00,0,10,10,DEPARTED
SKR,SINOKOR STAR,2012-06-25 19:50,2012-06-25 23:00,0 days 03:10:00,0,3,3,DEPARTED
DJS,DONGJIN HAKATA,2012-06-25 20:00,2012-06-26 4:30,0 days 08:30:00,0,8,8,DEPARTED
APL,APL SRI,2012-06-26 16:00,2012-06-27 2:00,0 days 10:00:00,0,10,10,DEPARTED
APL,APL PHILIPPINES,2012-06-26 18:00,2012-06-27 4:00,0 days 10:00:00,0,10,10,DEPARTED
APL,LINA ERX,2012-06-27 8:00,2012-06-27 15:00,0 days 07:00:00,0,7,7,DEPARTED
APL,PROTEUS SKX,2012-06-28 1:00,2012-06-28 8:00,0 days 07:00:00,0,7,7,DEPARTED
YML,ALVSBORG BRIDGE,2012-06-28 13:00,2012-06-28 20:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL IRELAND,2012-06-29 6:20,2012-06-29 16:20,0 days 10:00:00,0,10,10,DEPARTED
DJS,DONGJIN HAKATA,2012-06-29 11:00,2012-06-29 17:00,0 days 06:00:00,0,6,6,DEPARTED
MAE,MAERSK MALACCA,2012-06-29 12:00,2012-06-29 19:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL SEOUL,2012-06-30 5:00,2012-06-30 15:00,0 days 10:00:00,0,10,10,DEPARTED
APL,PROTEUS SKX,2012-06-30 18:00,2012-07-01 1:00,0 days 07:00:00,0,7,7,DEPARTED
SKR,GOLDEN VOYAGE,2012-07-01 6:00,2012-07-01 8:00,0 days 02:00:00,0,2,2,DEPARTED
APL,APL IRIS,2012-07-01 11:10,2012-07-01 19:00,0 days 07:50:00,0,7,7,DEPARTED
DJS,DONGJIN HAKATA,2012-07-02 6:00,2012-07-02 13:00,0 days 07:00:00,0,7,7,DEPARTED
APL,LINA ERX,2012-07-02 15:00,2012-07-03 4:00,0 days 13:00:00,0,13,13,DEPARTED
APL,APL LOS,2012-07-02 16:15,2012-07-03 1:00,0 days 08:45:00,0,8,8,DEPARTED
APL,APL FLORIDA,2012-07-02 20:00,2012-07-03 8:00,0 days 12:00:00,0,12,12,DEPARTED
APL,APL SINGAPORE,2012-07-03 13:20,2012-07-04 0:00,0 days 10:40:00,0,10,10,DEPARTED
SKR,GOLDEN VOYAGE,2012-07-03 15:40,2012-07-03 20:00,0 days 04:20:00,0,4,4,DEPARTED
APL,APL COLOMBIA,2012-07-03 22:00,2012-07-04 8:00,0 days 10:00:00,0,10,10,DEPARTED
CSC,CSAV LAUCA,2012-07-04 11:00,2012-07-04 23:00,0 days 12:00:00,0,12,12,DEPARTED
APL,PROTEUS SKX,2012-07-05 1:00,2012-07-05 7:00,0 days 06:00:00,0,6,6,DEPARTED
HJS,HANJIN DURBAN,2012-07-05 9:00,2012-07-06 1:00,0 days 16:00:00,0,16,16,DEPARTED
YML,YM ZENITH,2012-07-05 13:00,2012-07-05 20:10,0 days 07:10:00,0,7,7,DEPARTED
APL,APL ROTTERDAM,2012-07-06 12:00,2012-07-06 23:00,0 days 11:00:00,0,11,11,DEPARTED
MAE,MAERSK DAMIETTA,2012-07-06 12:15,2012-07-06 23:59,0 days 11:44:00,0,11,11,DEPARTED
DJS,DONGJIN HAKATA,2012-07-06 23:00,2012-07-07 2:00,0 days 03:00:00,0,3,3,DEPARTED
APL,APL KAOHSIUNG,2012-07-07 5:20,2012-07-07 13:30,0 days 08:10:00,0,8,8,DEPARTED
SKR,GOLDEN VOYAGE,2012-07-07 11:00,2012-07-07 13:00,0 days 02:00:00,0,2,2,DEPARTED
APL,PROTEUS SKX,2012-07-07 16:00,2012-07-07 23:59,0 days 07:59:00,0,7,7,DEPARTED
APL,APL KOREA,2012-07-08 11:00,2012-07-08 23:10,0 days 12:10:00,0,12,12,DEPARTED
APL,APL AUSTRIA,2012-07-09 3:00,2012-07-09 13:00,0 days 10:00:00,0,10,10,DEPARTED
APL,LINA ERX,2012-07-09 15:00,2012-07-10 1:00,0 days 10:00:00,0,10,10,DEPARTED
APL,APL LOS,2012-07-09 17:00,2012-07-10 3:00,0 days 10:00:00,0,10,10,DEPARTED
DJS,DONGJIN HAKATA,2012-07-09 20:00,2012-07-10 3:20,0 days 07:20:00,0,7,7,DEPARTED
APL,APL DOHA,2012-07-10 9:10,2012-07-10 16:00,0 days 06:50:00,0,6,6,DEPARTED
SKR,GOLDEN VOYAGE,2012-07-10 16:00,2012-07-10 20:00,0 days 04:00:00,0,4,4,DEPARTED
APL,APL IOLITE,2012-07-10 20:00,2012-07-11 5:30,0 days 09:30:00,0,9,9,DEPARTED
APL,PROTEUS SKX,2012-07-12 1:00,2012-07-12 8:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL ,2012-07-12 8:00,2012-07-12 19:00,0 days 11:00:00,0,11,11,DEPARTED
HJS,HANJIN TIANJIN,2012-07-12 9:00,2012-07-12 23:59,0 days 14:59:00,0,14,14,DEPARTED
YML,YM KAOHSIUNG,2012-07-12 10:00,2012-07-12 19:00,0 days 09:00:00,0,9,9,DEPARTED
CSA,CSAV LAUCA,2012-07-12 21:10,2012-07-13 4:00,0 days 06:50:00,0,6,6,DEPARTED
MAE,MAERSK DAVENPORT,2012-07-13 12:10,2012-07-13 22:10,0 days 10:00:00,0,10,10,DEPARTED
CSA,MEHUIN ASX,2012-07-13 14:20,2012-07-14 2:00,0 days 11:40:00,0,11,11,DEPARTED
DJS,DONGJIN HAKATA,2012-07-13 21:00,2012-07-14 1:00,0 days 04:00:00,0,4,4,DEPARTED
APL,APL DALLAS,2012-07-14 5:00,2012-07-14 14:00,0 days 09:00:00,0,9,9,DEPARTED
SKR,GOLDEN VOYAGE,2012-07-14 10:00,2012-07-14 14:00,0 days 04:00:00,0,4,4,DEPARTED
APL,PROTEUS SKX,2012-07-14 13:00,2012-07-14 19:00,0 days 06:00:00,0,6,6,DEPARTED
APL,APL THAILAND,2012-07-16 12:10,2012-07-17 1:00,0 days 12:50:00,0,12,12,DEPARTED
APL,LINA ERX,2012-07-16 15:00,2012-07-16 22:00,0 days 07:00:00,0,7,7,DEPARTED
APL,APL LOS,2012-07-16 17:00,2012-07-17 2:00,0 days 09:00:00,0,9,9,DEPARTED
DJS,DONGJIN HAKATA,2012-07-16 22:00,2012-07-17 3:00,0 days 05:00:00,0,5,5,DEPARTED
APL,APL TURKEY,2012-07-17 8:00,2012-07-17 22:10,0 days 14:10:00,0,14,14,DEPARTED
OOL,OOCL LE,2012-07-17 9:00,2012-07-17 22:00,0 days 13:00:00,0,13,13,DEPARTED
APL,APL KOREA,2012-07-17 13:00,2012-07-18 1:00,0 days 12:00:00,0,12,12,DEPARTED
SKR,GOLDEN VOYAGE,2012-07-17 16:00,2012-07-17 20:30,0 days 04:30:00,0,4,4,DEPARTED
APL,PROTEUS SKX,2012-07-19 1:00,2012-07-19 9:00,0 days 08:00:00,0,8,8,DEPARTED
YML,YM BUSAN,2012-07-19 13:20,2012-07-19 23:00,0 days 09:40:00,0,9,9,DEPARTED
APL,APL NEW,2012-07-19 17:00,2012-07-20 3:10,0 days 10:10:00,0,10,10,DEPARTED
MAE,MAERSK DHAHRAN,2012-07-20 12:10,2012-07-20 22:00,0 days 09:50:00,0,9,9,DEPARTED
DJS,DONGJIN HAKATA,2012-07-21 0:40,2012-07-21 4:00,0 days 03:20:00,0,3,3,DEPARTED
APL,APL ARGENTINA,2012-07-21 5:10,2012-07-21 14:00,0 days 08:50:00,0,8,8,DEPARTED
APL,PROTEUS SKX,2012-07-21 15:00,2012-07-21 21:00,0 days 06:00:00,0,6,6,DEPARTED
APL,APL CALIFORNIA,2012-07-23 3:00,2012-07-23 18:00,0 days 15:00:00,0,15,15,DEPARTED
APL,APL CHINA,2012-07-23 7:10,2012-07-23 19:00,0 days 11:50:00,0,11,11,DEPARTED
APL,APL LOS,2012-07-23 16:50,2012-07-24 4:00,0 days 11:10:00,0,11,11,DEPARTED
APL,LINA ERX,2012-07-23 20:00,2012-07-24 4:10,0 days 08:10:00,0,8,8,DEPARTED
DJS,DONGJIN HAKATA,2012-07-23 20:00,2012-07-24 5:30,0 days 09:30:00,0,9,9,DEPARTED
APL,OOCL JAKARTA,2012-07-24 9:10,2012-07-24 18:00,0 days 08:50:00,0,8,8,DEPARTED
SKR,GOLDEN VOYAGE,2012-07-24 15:30,2012-07-24 20:00,0 days 04:30:00,0,4,4,DEPARTED
APL,APL THAILAND,2012-07-24 19:10,2012-07-25 6:00,0 days 10:50:00,0,10,10,DEPARTED
HJS,HANJIN LOS,2012-07-25 17:00,2012-07-26 15:00,0 days 22:00:00,0,22,22,DEPARTED
APL,PROTEUS SKX,2012-07-26 1:00,2012-07-26 9:00,0 days 08:00:00,0,8,8,DEPARTED
HMM,HYUNDAI LIBERTY,2012-07-26 11:20,2012-07-26 20:00,0 days 08:40:00,0,8,8,DEPARTED
DJS,DONGJIN HAKATA,2012-07-27 20:40,2012-07-27 23:20,0 days 02:40:00,0,2,2,DEPARTED
APL,APL SEOUL,2012-07-28 5:00,2012-07-28 13:00,0 days 08:00:00,0,8,8,DEPARTED
APL,PROTEUS SKX,2012-07-28 14:50,2012-07-28 21:00,0 days 06:10:00,0,6,6,DEPARTED
MAE,MAERSK DIEPPE,2012-07-29 2:10,2012-07-29 14:00,0 days 11:50:00,0,11,11,DEPARTED
DJS,DONGJIN HAKATA,2012-07-29 3:00,2012-07-30 12:00,1 days 09:00:00,1,9,33,DEPARTED
APL,APL OMAN,2012-07-29 10:00,2012-07-29 19:00,0 days 09:00:00,0,9,9,DEPARTED
APL,APL PHILIPPINES,2012-07-30 9:20,2012-07-30 21:40,0 days 12:20:00,0,12,12,DEPARTED
MOL,MOL PROMISE,2012-07-30 13:20,2012-07-31 6:00,0 days 16:40:00,0,16,16,DEPARTED
APL,APL LOS,2012-07-30 17:00,2012-07-31 4:00,0 days 11:00:00,0,11,11,DEPARTED
APL,LINA ERX,2012-07-30 18:00,2012-07-31 5:00,0 days 11:00:00,0,11,11,DEPARTED
APL,APL DENVER,2012-07-31 9:00,2012-07-31 17:10,0 days 08:10:00,0,8,8,DEPARTED
APL,APL CHINA,2012-07-31 9:10,2012-07-31 19:00,0 days 09:50:00,0,9,9,DEPARTED
SKR,GOLDEN VOYAGE,2012-07-31 16:45,2012-07-31 20:00,0 days 03:15:00,0,3,3,DEPARTED
COH,XIN HUI,2012-08-01 5:00,2012-08-01 10:00,0 days 05:00:00,0,5,5,DEPARTED
APL,PROTEUS SKX,2012-08-02 1:10,2012-08-02 8:00,0 days 06:50:00,0,6,6,DEPARTED
APL,APL CANADA,2012-08-03 2:10,2012-08-03 9:20,0 days 07:10:00,0,7,7,DEPARTED
MAE,MAERSK MERLION,2012-08-03 12:10,2012-08-03 23:59,0 days 11:49:00,0,11,11,DEPARTED
SKR,GOLDEN VOYAGE,2012-08-04 10:00,2012-08-04 13:00,0 days 03:00:00,0,3,3,DEPARTED
APL,PROTEUS SKX,2012-08-04 16:00,2012-08-04 22:00,0 days 06:00:00,0,6,6,DEPARTED
APL,APL SYDNEY,2012-08-05 6:40,2012-08-05 15:00,0 days 08:20:00,0,8,8,DEPARTED
DJS,DONGJIN HAKATA,2012-08-05 9:00,2012-08-06 14:10,1 days 05:10:00,1,5,29,DEPARTED
APL,APL SINGAPORE,2012-08-06 9:10,2012-08-06 20:00,0 days 10:50:00,0,10,10,DEPARTED
APL,LINA ERX,2012-08-06 15:00,2012-08-07 4:00,0 days 13:00:00,0,13,13,DEPARTED
APL,APL LOS,2012-08-07 1:00,2012-08-07 10:00,0 days 09:00:00,0,9,9,DEPARTED
SKR,GOLDEN VOYAGE,2012-08-07 16:00,2012-08-07 21:00,0 days 05:00:00,0,5,5,DEPARTED
APL,APL NINGBO,2012-08-08 7:10,2012-08-08 16:00,0 days 08:50:00,0,8,8,DEPARTED
APL,PROTEUS SKX,2012-08-09 0:50,2012-08-09 7:00,0 days 06:10:00,0,6,6,DEPARTED
APL,APL SRI,2012-08-09 6:10,2012-08-09 14:00,0 days 07:50:00,0,7,7,DEPARTED
APL,APL OREGON,2012-08-10 6:10,2012-08-10 15:00,0 days 08:50:00,0,8,8,DEPARTED
MAE,MAERSK DRURY,2012-08-10 11:00,2012-08-10 23:00,0 days 12:00:00,0,12,12,DEPARTED
DJS,DONGJIN HAKATA,2012-08-11 1:15,2012-08-11 4:20,0 days 03:05:00,0,3,3,DEPARTED
APL,PROTEUS SKX,2012-08-11 14:10,2012-08-11 19:00,0 days 04:50:00,0,4,4,DEPARTED
APL,APL PHILIPPINES,2012-08-11 20:10,2012-08-12 7:00,0 days 10:50:00,0,10,10,DEPARTED
DJS,DONGJIN HAKATA,2012-08-12 9:00,2012-08-13 13:10,1 days 04:10:00,1,4,28,DEPARTED
APL,APL IOLITE,2012-08-12 9:10,2012-08-12 18:00,0 days 08:50:00,0,8,8,DEPARTED
APL,APL DALLAS,2012-08-13 9:00,2012-08-13 18:20,0 days 09:20:00,0,9,9,DEPARTED
APL,LINA ERX,2012-08-13 15:00,2012-08-14 3:00,0 days 12:00:00,0,12,12,DEPARTED
APL,APL LOS,2012-08-13 16:00,2012-08-14 1:00,0 days 09:00:00,0,9,9,DEPARTED
CKL,SKY HOPE,2012-08-13 23:00,2012-08-14 7:00,0 days 08:00:00,0,8,8,DEPARTED
APL,APL COLOMBIA,2012-08-14 9:10,2012-08-14 17:00,0 days 07:50:00,0,7,7,DEPARTED
APL,APL ZEEBRUGGE,2012-08-14 16:00,2012-08-15 2:15,0 days 10:15:00,0,10,10,DEPARTED
SKR,GOLDEN VOYAGE,2012-08-14 16:30,2012-08-14 23:00,0 days 06:30:00,0,6,6,DEPARTED
APL,PROTEUS SKX,2012-08-16 1:10,2012-08-16 8:00,0 days 06:50:00,0,6,6,DEPARTED
APL,APL SINGAPORE,2012-08-16 3:00,2012-08-16 14:00,0 days 11:00:00,0,11,11,DEPARTED
YML,YM KAOHSIUNG,2012-08-16 13:00,2012-08-16 23:00,0 days 10:00:00,0,10,10,DEPARTED
HAS,HAMMONIA GALLICUM,2012-08-16 23:00,2012-08-17 8:00,0 days 09:00:00,0,9,9,DEPARTED
APL,APL HONGKONG,2012-08-17 6:10,2012-08-17 15:00,0 days 08:50:00,0,8,8,DEPARTED
MAE,MAERSK DELLYS,2012-08-17 12:00,2012-08-17 20:00,0 days 08:00:00,0,8,8,DEPARTED
DJS,DONGJIN HAKATA,2012-08-17 20:00,2012-08-17 23:00,0 days 03:00:00,0,3,3,DEPARTED
APL,APL BANG,2012-08-18 5:00,2012-08-18 15:10,0 days 10:10:00,0,10,10,DEPARTED
APL,PROTEUS SKX,2012-08-18 16:00,2012-08-18 22:00,0 days 06:00:00,0,6,6,DEPARTED
